id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[[0, 4, 2], [5, 7, 1], [8, 6, 3]]","{
  ""direction"": ""CW"",
  ""steps"": 3,
  ""rectangle"": [0, 1, 0, 2]
}","[[1, 7, 5], [2, 4, 0], [8, 6, 3]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 7, 5], [8, 2, 4], [6, 3, 0]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 7], [8, 3, 5], [6, 0, 4]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 7], [8, 4, 0], [6, 5, 3]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1, 4, 2], [8, 0, 7], [6, 5, 3]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 4, 2], [8, 7, 3], [6, 0, 5]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}"," [[1,2,3],[8,4,5],[6,7,0]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,5,0],[8,6,7]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[4,0,7],[8,5,6]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1,2,3],[0,5,7],[4,8,6]]",R,"[[1,2,3],[5,0,7],[4,8,6]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 3], [5, 6, 8], [4, 7, 0]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 3], [4, 5, 6], [7, 0, 8]]",R,"[[1, 2, 3], [4, 5, 6], [7, 8, 0]]",,
12,"[[0, 7, 2], [4, 5, 3], [8, 1, 6]]","{
  ""direction"": ""CCW"",
  ""steps"": 3,
  ""rectangle"": [0, 2, 0, 1]
}","[[1, 8, 2], [5, 4, 3], [7, 0, 6]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 3], [5, 8, 6], [7, 4, 0]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 3], [4, 7, 5], [0, 6, 8]]",R,"[[1, 2, 3], [4, 7, 5], [6, 0, 8]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[4,0,7],[6,8,5]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1,2,3],[0,8,7],[4,6,5]]",R,"[[1,2,3],[8,0,7],[4,6,5]]","{
  ""direction"": ""CCW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[8,5,6],[4,7,0]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,8,5],[7,0,6]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[4,5,6],[7,8,0]]",,,,,,,,,,
13,"[[8, 2, 3], [7, 0, 1], [5, 4, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 3,
  ""rectangle"": [0, 1, 0, 2]
}","[[1, 0, 7], [3, 2, 8], [5, 4, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1, 2, 0], [3, 8, 7], [5, 4, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1,8,2],[3,7,0],[5,4,6]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,8,2],[4,5,3],[6,0,7]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1,2,3],[4,8,7],[6,5,0]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[4,5,8],[6,0,7]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1,2,3],[5,0,8],[4,6,7]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[5,6,0],[4,7,8]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,5,6],[7,8,0]]",,,,,,,,,,,,
14,"[[7, 3, 0], [4, 8, 5], [2, 6, 1]]","{
  ""direction"": ""CW"",
  ""steps"": 4,
  ""rectangle"": [0, 2, 0, 2]
}","[[1, 6, 2], [5, 8, 4], [0, 3, 7]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 6, 2], [8, 4, 7], [5, 0, 3]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 7], [8, 6, 3], [5, 4, 0]]","{
  ""direction"": ""CCW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 7], [8, 0, 4], [5, 3, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1,0,2],[8, 4, 7], [5, 3, 6]]",D,"[[1,4,2],[8, 0, 7], [5, 3, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,4,2],[8,6,3],[5,7,0]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1,2,3],[8,4,0],[5,6,7]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,0,7],[8,5,6]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1, 2, 3], [0, 5, 7], [4, 8, 6]]",R,"[[1, 2, 3], [5, 0, 7], [4, 8, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[5,6,8],[4,7,0]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 3], [4, 5, 6], [7, 0, 8]]",R,"[[1, 2, 3], [4, 5, 6], [7, 8, 0]]",,
15,"[[2, 7, 5], [3, 8, 4], [1, 0, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [0, 2, 0, 1]
}","[[1, 3, 5], [0, 2, 4], [8, 7, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 3, 5], [8, 0, 2], [7, 6, 4]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [0, 1, 1, 2]
}","[[1, 2, 0], [8, 5, 3], [7, 6, 4]]",D,"[[1, 2, 3], [8, 5, 0], [7, 6, 4]]","{
  ""direction"": ""CW"",
  ""steps"": 3,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,6,7],[0,5,8]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1,2,3],[6,5,7],[4,0,8]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[6,8,0],[4,7,5]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,6,8],[7,5,0]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}"," [[1, 2, 3], [4, 5, 6], [7, 0, 8]]",R," [[1, 2, 3], [4, 5, 6], [7, 8, 0]]",,,,,,,,,,
16,"[[8, 2, 5], [7, 3, 4], [6, 0, 1]]","{
  ""direction"": ""CW"",
  ""steps"": 4,
  ""rectangle"": [0, 2, 0, 2]
}","[[1, 0, 6], [4, 3, 7], [5, 2, 8]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 3], [4, 8, 0], [5, 7, 6]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 3], [4, 0, 6], [5, 8, 7]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1, 2, 3], [0, 8, 6], [4, 5, 7]]",R,"[[1, 2, 3], [8, 0, 6], [4, 5, 7]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 3], [8, 5, 0], [4, 7, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 3], [4, 8, 5], [7, 6, 0]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[4,5,0],[7,8,6]]",D,"[[1,2,3],[4,5,6],[7,8,0]]",,,,,,,,,,,,
17,"[[1, 4, 2], [5, 7, 3], [0, 8, 6]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 4, 2], [7, 3, 6], [5, 0, 8]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 6], [7, 4, 8], [5, 3, 0]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 6], [7, 8, 0], [5, 4, 3]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1, 8, 2], [7, 0, 6], [5, 4, 3]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}"," [[1, 8, 2], [0, 6, 3], [7, 5, 4]]",R," [[1, 8, 2], [6, 0, 3], [7, 5, 4]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1, 2, 3], [6, 8, 0], [7, 5, 4]]","{
  ""direction"": ""CW"",
  ""steps"": 3,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 3], [4, 5, 7], [0, 8, 6]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1, 2, 3], [5, 8, 7], [4, 0, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[5,6,0],[4,7,8]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,5,6],[7,8,0]]",,,,,,,,
18,"[[4, 6, 7], [0, 8, 2], [5, 1, 3]]","{
  ""direction"": ""CW"",
  ""steps"": 3,
  ""rectangle"": [0, 2, 0, 2]
}","[[1, 5, 0], [3, 8, 4], [2, 7, 6]]",D,"[[1, 5, 4], [3, 8, 0], [2, 7, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 5, 4], [7, 2, 3], [6, 0, 8]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 5], [7, 0, 4], [6, 8, 3]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1, 0, 2], [7, 4, 5], [6, 8, 3]]",D,"[[1, 4, 2], [7, 0, 5], [6, 8, 3]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 4, 2], [7, 5, 3], [6, 0, 8]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 3], [7, 4, 8], [6, 5, 0]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 3], [4, 8, 0], [7, 6, 5]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 3], [4, 5, 6], [7, 0, 8]]",R,"[[1, 2, 3], [4, 5, 6], [7, 8, 0]]",,,,,,,,
19,"[[7, 4, 0], [3, 6, 8], [5, 2, 1]]","{
  ""direction"": ""CCW"",
  ""steps"": 4,
  ""rectangle"": [0, 2, 0, 2]
}","[[1, 2, 5], [8, 6, 3], [0, 4, 7]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 5], [4, 0, 8], [7, 3, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1, 0, 2], [4, 8, 5], [7, 3, 6]]",D,"[[1, 8, 2], [4, 0, 5], [7, 3, 6]]","{
  ""direction"": ""CCW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 8, 2], [4, 6, 3], [7, 5, 0]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 3], [4, 8, 0], [7, 6, 5]]","{
  ""direction"": ""CW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 2, 3], [4, 5, 6], [7, 0, 8]]",R,"[[1, 2, 3], [4, 5, 6], [7, 8, 0]]",,,,,,,,,,,,,,
20,"[[7, 5, 2], [6, 4, 1], [0, 3, 8]]","{
  ""direction"": ""CCW"",
  ""steps"": 3,
  ""rectangle"": [0, 2, 0, 2]
}","[[1, 8, 3], [2, 4, 0], [5, 7, 6]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,8,3],[5,2,4],[7,6,0]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1,2,8],[5,6,3],[7,0,4]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,8],[5,0,6],[7,4,3]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [0, 1, 1, 2]
}","[[1,0,2],[5,6,8],[7,4,3]]",D,"[[1,6,2],[5,0,8],[7,4,3]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1, 6, 2], [5, 8, 3], [7, 0, 4]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [0, 2, 1, 2]
}","[[1, 2, 3], [5, 6, 4], [7, 8, 0]]","{
  ""direction"": ""CCW"",
  ""steps"": 2,
  ""rectangle"": [1, 2, 0, 2]
}","[[1, 2, 3], [4, 0, 8], [6, 5, 7]]","{
  ""direction"": ""CCW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 1]
}","[[1, 2, 3], [0, 5, 8], [4, 6, 7]]",R,"[[1, 2, 3], [5, 0, 8], [4, 6, 7]]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 1, 2]
}","[[1,2,3],[5,6,0],[4,7,8]","{
  ""direction"": ""CW"",
  ""steps"": 1,
  ""rectangle"": [1, 2, 0, 2]
}","[[1,2,3],[4,5,6],[7,8,0]]",,,,
